"chr","pos","neg_log10p_model1","neg_log10p_model2"
"chrX",2476075,0.200116224372912,0.158080591679191
"chrX",2496075,0.164394396270998,0.129361426855615
"chrX",2516075,0.166419951781151,0.131506898542919
"chrX",2536075,0.159791775329107,0.12771656462291
"chrX",2556075,0.124108300706823,0.107191965189989
"chrX",2576075,0.101474699980283,0.0805897199271116
"chrX",2596075,0.116022008535193,0.0922152868416657
"chrX",2616075,0.127231211741657,0.101350402730117
"chrX",2636075,0.138683242247649,0.113635633314697
"chrX",2656075,0.162440541500544,0.130464174439632
"chrX",2676075,0.158993668638929,0.134467142327786
"chrX",2696075,0.168260954049137,0.138834516840265
"chrX",2716075,0.147482037947608,0.124137950506276
"chrX",2736075,0.166151341892722,0.134753028757345
"chrX",2756075,0.252292930673603,0.205196270922027
"chrX",2776075,0.233460397959965,0.192219778946157
"chrX",2796075,0.232731813668126,0.191830886806692
"chrX",2816075,0.223713083597566,0.185858195747486
"chrX",2836075,0.207867204693686,0.171069985747571
"chrX",2856075,0.211407411644631,0.16980814881504
"chrX",2876075,0.230009411564046,0.183627087575946
"chrX",2896075,0.292435429936472,0.239013033726645
"chrX",2916075,0.291251709061006,0.239711905570006
"chrX",2936075,0.269017878827615,0.22443726244276
"chrX",2956075,0.303977816554929,0.247719001788212
"chrX",2976075,0.301508025104291,0.240300278595751
"chrX",2996075,0.207503783867976,0.159469218250441
"chrX",3016075,0.164422140599755,0.122230319067773
"chrX",3036075,0.1374350637961,0.0993002287369234
"chrX",3056075,0.0904409509425163,0.0647300512104632
"chrX",3076075,0.0496794956667426,0.0333922512310534
"chrX",3096075,0.0397492605076545,0.0265782368684354
"chrX",3116075,0.0363470383502255,0.0245714211329508
"chrX",3136075,0.0221549585289947,0.014531432388349
"chrX",3156075,0.0224744533009819,0.0145905342069971
"chrX",3176075,0.0195602315213374,0.0124680998103928
"chrX",3196075,0.0189500406265245,0.0115919258174221
"chrX",3216075,0.00711207812982412,0.00339689871155087
"chrX",3236075,0.00464919438869313,0.00199660448761027
"chrX",3256075,0.00745273710151417,0.00345711892971705
"chrX",3276075,0.0112336380317534,0.00544759248523545
"chrX",3296075,0.0144700718902243,0.00711911397663399
"chrX",3316075,0.0163805162796505,0.00823851942631131
"chrX",3336075,0.0182272279816159,0.00946492420472258
"chrX",3356075,0.0188839901307696,0.0100984350265639
"chrX",3376075,0.0226925363791301,0.0126959913629363
"chrX",3396075,0.0172284141417416,0.00922239309903347
"chrX",3416075,0.0143645960755704,0.00733641680617708
"chrX",3436075,0.0113324072864354,0.0055179355368575
"chrX",3456075,0.00837747491153776,0.00380073566485846
"chrX",3476075,0.00818673614185276,0.00373344635825233
"chrX",3496075,0.0095580650737779,0.0044798468608971
"chrX",3516075,0.0072979718858532,0.00324460620988042
"chrX",3536075,0.0149005284364756,0.00738846077715625
"chrX",3556075,0.0212081791502042,0.0111224138419446
"chrX",3576075,0.0244290672202928,0.0130695261220929
"chrX",3596075,0.0307125795492961,0.0169503059480402
"chrX",3616075,0.0400717227426821,0.0230094757579067
"chrX",3636075,0.0542519358912109,0.0326270446667941
"chrX",3656075,0.0524711320399398,0.0314037824084569
"chrX",3676075,0.0791949378452857,0.0507619253657693
"chrX",3696075,0.142727435562561,0.103065517839874
"chrX",3716075,0.079972011374033,0.05215096736662
"chrX",3736075,0.111060516404921,0.0748114785404899
"chrX",3756075,0.074512541964316,0.0470123788704903
"chrX",3776075,0.179536306053218,0.132157858550343
"chrX",3796075,0.297510332349667,0.230947292214125
"chrX",3816075,0.295290774791164,0.225420409322966
"chrX",3836075,0.353626963253694,0.274396584231062
"chrX",3856075,0.425420897447129,0.336138245131626
"chrX",3876075,0.421622488426719,0.332939522422229
"chrX",3896075,0.455956428379808,0.362932147795689
"chrX",3916075,0.539155660482197,0.438801935672971
"chrX",3936075,0.591742703912442,0.484322107781111
"chrX",3956075,0.573992099084232,0.469267679308605
"chrX",3976075,0.606217233052034,0.49816514827783
"chrX",3996075,0.50788796370326,0.41314407509687
"chrX",4016075,0.570975182301267,0.465551834464373
"chrX",4036075,0.568241119295486,0.463747666245437
"chrX",4056075,0.708977683538803,0.591754744325787
"chrX",4076075,0.701238113446344,0.584123099097051
"chrX",4096075,0.822414579336177,0.695274901456083
"chrX",4116075,0.727561334505331,0.607899531050401
"chrX",4136075,0.630355599586242,0.51950642284329
"chrX",4156075,0.695049877343014,0.581335906291173
"chrX",4176075,0.624557164678016,0.517020441442015
"chrX",4196075,0.631388684604414,0.531813805008417
"chrX",4216075,0.730518762933456,0.623308609997916
"chrX",4236075,0.738754717044165,0.634587376534328
"chrX",4256075,0.690721583253735,0.585568708454409
"chrX",4276075,0.769174231169039,0.651848345581466
"chrX",4296075,0.816521995319649,0.696338019051036
"chrX",4316075,0.801073140632536,0.677435863197631
"chrX",4336075,0.805512396892739,0.680923088832309
"chrX",4356075,0.856373997492337,0.727127712143057
"chrX",4376075,0.892998234408508,0.760465269995012
"chrX",4396075,0.907567783309845,0.77507598462195
"chrX",4416075,0.759022089497006,0.638136174100434
"chrX",4436075,0.797921502115866,0.678435133861792
"chrX",4456075,0.850250613991591,0.725430771284103
"chrX",4476075,0.809735039451926,0.688004135169934
"chrX",4496075,0.762588388410763,0.647550322000152
"chrX",4516075,0.737634827964058,0.623579758834633
"chrX",4536075,0.793935741143289,0.682882837273018
"chrX",4556075,0.875967535835057,0.762520643350088
"chrX",4576075,0.814244362362058,0.703137031026434
"chrX",4596075,0.796661149024783,0.6830246370308
"chrX",4616075,0.779292050592624,0.66170070423635
"chrX",4636075,0.827025746028319,0.702079621243301
"chrX",4656075,0.731492335295894,0.615664714361168
"chrX",4676075,0.684533175327423,0.575332654374576
"chrX",4696075,0.706488564660734,0.595771154545194
"chrX",4716075,0.628129053669206,0.519060864702055
"chrX",4736075,0.527842582020975,0.434137446622002
"chrX",4756075,0.643273103185525,0.542886204772117
"chrX",4776075,0.52575260229516,0.440433326131822
"chrX",4796075,0.559835298654629,0.481196370058458
"chrX",4816075,0.484658952639006,0.398587111300907
"chrX",4836075,0.530998197357095,0.436398531770828
"chrX",4856075,0.354133405535702,0.287621047011112
"chrX",4876075,0.358255379943506,0.29611303403549
"chrX",4896075,0.355165116933642,0.291259504513511
"chrX",4916075,0.409556826226281,0.336479382873609
"chrX",4936075,0.413713282872648,0.340761404177384
"chrX",4956075,0.51612240906808,0.421960259544519
"chrX",4976075,0.663632206526906,0.549897496346212
"chrX",4996075,0.817855864370795,0.696878966527242
"chrX",5016075,0.898135165871667,0.775527032147353
"chrX",5036075,0.956389302804299,0.827622999849883
"chrX",5056075,0.890070781963806,0.790924049333846
"chrX",5076075,0.76761879522842,0.670278205514562
"chrX",5096075,0.579525841961984,0.482094057703197
"chrX",5116075,0.466759600682806,0.372604294841565
"chrX",5136075,0.374058148341239,0.291772162862634
"chrX",5156075,0.422922268874913,0.335819247557112
"chrX",5176075,0.344331591816517,0.269744149675625
"chrX",5196075,0.322831831091656,0.248432884643402
"chrX",5216075,0.362753919734665,0.284602530953161
"chrX",5236075,0.40354692158937,0.317674069257182
"chrX",5256075,0.505848671588837,0.407368633308727
"chrX",5276075,0.533567052980623,0.440557119597288
"chrX",5296075,0.6526907140254,0.541594494410028
"chrX",5316075,0.797415921021452,0.674144620797854
"chrX",5336075,0.667775002147148,0.562329930211481
"chrX",5356075,0.438519200752783,0.351639426628717
"chrX",5376075,0.501663371842628,0.405367009085406
"chrX",5396075,0.889354426341372,0.759616885374979
"chrX",5416075,0.775972290371839,0.656225663272583
"chrX",5436075,0.990327453667041,0.857726205302604
"chrX",5456075,1.1641727542108,1.02445593552816
"chrX",5476075,1.37610495940466,1.22645603973637
"chrX",5496075,1.34755447892002,1.19350277596051
"chrX",5516075,1.19656733007779,1.04890990130345
"chrX",5536075,1.31387078823333,1.16244803169206
"chrX",5556075,1.15829392757479,1.02377146194929
"chrX",5576075,1.1054674776892,0.976290921026917
"chrX",5596075,1.16845498882244,1.03871031607792
"chrX",5616075,1.21629516190307,1.07856748258004
"chrX",5636075,1.0836043984531,0.953919424212207
"chrX",5656075,0.894431564676106,0.773636184238027
"chrX",5676075,0.852473883539116,0.732358879639832
"chrX",5696075,0.630095793921562,0.522780158510535
"chrX",5716075,0.445533780474283,0.361469226077308
"chrX",5736075,0.502017741761422,0.411514081592366
"chrX",5756075,0.532395823653464,0.446507711858225
"chrX",5776075,0.386303566263731,0.310991404931411
"chrX",5796075,0.211286025233804,0.153364659136405
"chrX",5816075,0.211344345409798,0.153604166083271
"chrX",5836075,0.10759491135073,0.0713091611580822
"chrX",5856075,0.10085601167047,0.0664348629600716
"chrX",5876075,0.0908344121354645,0.0592331962201381
"chrX",5896075,0.0685992129706487,0.0439458214519533
"chrX",5916075,0.0658360644707905,0.0419539014663252
"chrX",5936075,0.0649407171834667,0.0411378067106692
"chrX",5956075,0.0652793459838644,0.0421260018504311
"chrX",5976075,0.0565136259301655,0.0345940781926563
"chrX",5996075,0.0611242455799996,0.0378362913827313
"chrX",6016075,0.144841290844686,0.102610635604828
"chrX",6036075,0.14039049833708,0.0973264370171569
"chrX",6056075,0.228796562641404,0.172647259145074
"chrX",6076075,0.142953781023674,0.0986017507103368
"chrX",6096075,0.176398526411614,0.125438233520042
"chrX",6116075,0.228212965874502,0.167423898071911
"chrX",6136075,0.2471985915805,0.184247955561323
"chrX",6156075,0.216014297853541,0.158741251834214
"chrX",6176075,0.366735538251594,0.284835413879897
"chrX",6196075,0.309939335383059,0.236210676248788
"chrX",6216075,0.498807449050535,0.402817401289625
"chrX",6236075,0.666430931795322,0.557510515507335
"chrX",6256075,0.667114536244224,0.557210602335792
"chrX",6276075,0.740747744910554,0.620848242286223
"chrX",6296075,0.962365530626622,0.826925843221017
"chrX",6316075,0.943225774315109,0.808557357338856
"chrX",6336075,0.710124641134507,0.591941259212944
"chrX",6356075,0.82194275899455,0.694674395668009
"chrX",6376075,0.803481726353114,0.677792372364443
"chrX",6396075,1.0625821355428,0.919757055958568
"chrX",6416075,1.18513413432334,1.04354539718305
"chrX",6436075,1.40290632067447,1.24297228796489
"chrX",6456075,1.74873452835629,1.58056602966426
"chrX",6476075,1.74358277365677,1.56998699763649
"chrX",6496075,1.71428132599813,1.54666371677683
"chrX",6516075,1.52068596186408,1.36645287913017
"chrX",6536075,1.62876760349321,1.47748519149392
"chrX",6556075,1.59279843081579,1.42861344229221
"chrX",6576075,1.35162406917741,1.19671823280597
"chrX",6596075,1.07994431983596,0.939383448725612
"chrX",6616075,1.1015380074856,0.959822095067488
"chrX",6636075,0.948747830874457,0.814193773749746
"chrX",6656075,1.00514760151327,0.864985180904678
"chrX",6676075,0.994253951605745,0.856333900664849
"chrX",6696075,0.947439099120899,0.813274132975185
"chrX",6716075,0.642772941308975,0.531726242635635
"chrX",6736075,0.654927956636147,0.542688036193619
"chrX",6756075,0.577803978285817,0.475216635942252
"chrX",6776075,0.545881010418216,0.44502138774848
"chrX",6796075,0.52682169686288,0.430990507676569
"chrX",6816075,0.497793608827268,0.401252642027798
"chrX",6836075,0.460248405196014,0.370117711400028
"chrX",6856075,0.322012108884401,0.253205130415331
"chrX",6876075,0.306724425849586,0.239837845315186
"chrX",6896075,0.309284902008972,0.240803211845779
"chrX",6916075,0.319182496245326,0.248740006134675
"chrX",6936075,0.344146082321973,0.266536063473069
"chrX",6956075,0.354878344590295,0.278635342150096
"chrX",6976075,0.377444137706259,0.301152714114219
"chrX",6996075,0.359505083719265,0.290644506776818
"chrX",7016075,0.320503783556096,0.251045300104816
"chrX",7036075,0.329745275739682,0.262170197205619
"chrX",7056075,0.402880701427254,0.346765737650939
"chrX",7076075,0.37273325878708,0.312798028674978
"chrX",7096075,0.378578695801775,0.323764029846215
"chrX",7116075,0.332270671542218,0.2841354207934
"chrX",7136075,0.271571106687171,0.227974520245255
"chrX",7156075,0.21685849758948,0.178471171848974
"chrX",7176075,0.187734640908352,0.149450936810996
"chrX",7196075,0.141661390589304,0.103349341657874
"chrX",7216075,0.123610617791366,0.0925645269355966
"chrX",7236075,0.114698026192036,0.085704979616896
"chrX",7256075,0.1298616948225,0.0958076027538407
"chrX",7276075,0.0934645014039126,0.0644079143832381
"chrX",7296075,0.0884674868959944,0.0605775370883408
"chrX",7316075,0.072631138280187,0.0492381804003797
"chrX",7336075,0.0681900839123673,0.0443107091974973
"chrX",7356075,0.0782597913721261,0.0496892282805503
"chrX",7376075,0.0704614546091599,0.0439503269604361
"chrX",7396075,0.0795840261767168,0.0524421404543309
"chrX",7416075,0.0650650890701255,0.0414265355556143
"chrX",7436075,0.0721764934958249,0.0452517315000965
"chrX",7456075,0.046320976582613,0.0294559012023569
"chrX",7476075,0.0483303135946367,0.0295685667846977
"chrX",7496075,0.0617573618711905,0.0387614836805113
"chrX",7516075,0.0723418819031473,0.0456089228230195
"chrX",7536075,0.0630269786762528,0.0402482457152107
"chrX",7556075,0.050039193131842,0.0299786469750883
"chrX",7576075,0.0616270966144656,0.0378779724440216
"chrX",7596075,0.0657489233971814,0.0408559886941856
"chrX",7616075,0.0721409627552103,0.0451594078896078
"chrX",7636075,0.0632423966760298,0.0388690996571937
"chrX",7656075,0.0675908791056531,0.0419147570110107
"chrX",7676075,0.0587134197674247,0.035703463024048
"chrX",7696075,0.0570209263218654,0.0346918748110772
"chrX",7716075,0.0563148483440048,0.0345754251191787
"chrX",7736075,0.0552018627988877,0.0337824638833406
"chrX",7756075,0.0509405907339543,0.0303661399466844
"chrX",7776075,0.0465442165315722,0.0273381510407323
"chrX",7796075,0.0422689507837457,0.0245202390780668
"chrX",7816075,0.0500904255408869,0.0297264256462223
"chrX",7836075,0.0446867067888074,0.0260669719505682
"chrX",7856075,0.046512080652956,0.0274083781176048
"chrX",7876075,0.043170158851539,0.0250816867807177
"chrX",7896075,0.0259944257026918,0.0152077022255255
"chrX",7916075,0.023103243329354,0.0138302461868721
"chrX",7936075,0.0153595251929405,0.00828599846608453
"chrX",7956075,0.0160140327749745,0.00841042598600252
"chrX",7976075,0.0295001695045374,0.0198374463595889
"chrX",7996075,0.0387970004542014,0.0247877042749476
"chrX",8016075,0.0577526152880774,0.0387023797634902
"chrX",8036075,0.0758333175653436,0.0549682792117615
"chrX",8056075,0.0419675323296894,0.0277654549054927
"chrX",8076075,0.0511436887838141,0.0311132351994131
"chrX",8096075,0.0859023935413286,0.0564066607745888
"chrX",8116075,0.0697763784108964,0.0437323487021884
"chrX",8136075,0.142408905167018,0.0981417900346482
"chrX",8156075,0.149448569235156,0.103651402236304
"chrX",8176075,0.176712383377413,0.125416786710827
"chrX",8196075,0.192948865992589,0.139656131953301
"chrX",8216075,0.257777928470663,0.195349005067805
"chrX",8236075,0.352529908481598,0.278232865311431
"chrX",8256075,0.415620828263741,0.331325377209701
"chrX",8276075,0.422273020742154,0.337438445709199
"chrX",8296075,0.430966954322718,0.345240847844098
"chrX",8316075,0.408563845523841,0.329178343705797
"chrX",8336075,0.378124264031625,0.303110419707763
"chrX",8356075,0.407973342130701,0.328488922132164
"chrX",8376075,0.409458118145433,0.326412546186664
"chrX",8396075,0.356255380097662,0.285787506079143
"chrX",8416075,0.418626782073424,0.341024255859821
"chrX",8436075,0.331824737829375,0.26324476502528
"chrX",8456075,0.283920987223843,0.229188185489104
"chrX",8476075,0.263551365667759,0.21439503685617
"chrX",8496075,0.269760610667052,0.215053772867978
"chrX",8516075,0.270915475179359,0.21605211339749
"chrX",8536075,0.304025413567775,0.25245052198508
"chrX",8556075,0.322542387133891,0.273911927468514
"chrX",8576075,0.327570507582106,0.282325928965192
"chrX",8596075,0.259176994295455,0.218186392796669
"chrX",8616075,0.229398691933638,0.188877661230486
"chrX",8636075,0.289336267367266,0.233535582257161
"chrX",8656075,0.648849177032177,0.540843343228194
"chrX",8676075,0.802218365584823,0.699568042312433
"chrX",8696075,0.81448135236469,0.716167973629026
"chrX",8716075,0.916230166296172,0.800660644978496
"chrX",8736075,0.883011067726777,0.769127094252332
"chrX",8756075,1.00930616280813,0.884412421905757
"chrX",8776075,1.07814623185006,0.950186535014053
"chrX",8796075,0.932591775327856,0.807174697393732
"chrX",8816075,0.829215482302634,0.70664785790374
"chrX",8836075,0.917884765130713,0.787191760729558
"chrX",8856075,0.945314508129492,0.809383509957611
"chrX",8876075,0.808457826522416,0.683486397347839
"chrX",8896075,0.752571490143638,0.632416666767949
"chrX",8916075,0.74575778186489,0.628641806256148
"chrX",8936075,0.594356788390548,0.49907793370289
"chrX",8956075,0.407064254607188,0.334140476840879
"chrX",8976075,0.382854123628003,0.319546314260183
"chrX",8996075,0.305067398544602,0.246226582502473
"chrX",9016075,0.120249810659001,0.0837011508451436
"chrX",9036075,0.145466541671442,0.101891014901884
"chrX",9056075,0.0608240916990729,0.0389305440564654
"chrX",9076075,0.0614150277245518,0.0396727835805871
"chrX",9096075,0.094516440830899,0.0653202603270049
"chrX",9116075,0.0511159909981343,0.0308313425555904
"chrX",9136075,0.0937138185627182,0.0610370235288549
"chrX",9156075,0.0671885623660854,0.0423090037294601
"chrX",9176075,0.058846527651026,0.0386438461335739
"chrX",9196075,0.0755921764938416,0.0531080732976262
"chrX",9216075,0.0757828092236227,0.0517173799142637
"chrX",9236075,0.074669046126338,0.0508275138692565
"chrX",9256075,0.122557911102426,0.0899742080122352
"chrX",9276075,0.221667601625772,0.172817724353208
"chrX",9296075,0.202547280092696,0.14973297384194
"chrX",9316075,0.300024797655804,0.229114285364641
"chrX",9336075,0.539350575431375,0.437167876152653
"chrX",9356075,0.481492037252219,0.385595496670454
"chrX",9376075,0.514701407555788,0.415979049153605
"chrX",9396075,0.385329700461066,0.304244697294982
"chrX",9416075,0.407573389450064,0.321017673254645
"chrX",9436075,0.481204827463343,0.386509031399395
"chrX",9456075,0.643980725995708,0.538478897244344
"chrX",9476075,0.688906584953534,0.576640469448515
"chrX",9496075,0.748701378733542,0.63204904116191
"chrX",9516075,0.906139144808417,0.786007701925237
"chrX",9536075,1.0672630358709,0.973970097879906
"chrX",9556075,0.923208889707239,0.841986184232914
"chrX",9576075,0.980303933413157,0.911840246642081
"chrX",9596075,0.784889591572284,0.745119793904475
"chrX",9616075,0.738888662003937,0.708107990094286
"chrX",9636075,0.61882309444583,0.604623863127427
"chrX",9656075,0.479639690547574,0.490145070036855
"chrX",9676075,0.317275645431033,0.319244147411601
"chrX",9696075,0.155795581807368,0.149994621372591
"chrX",9716075,0.10229155122219,0.106900255378334
"chrX",9736075,0.0582519826897069,0.0630956302597511
"chrX",9756075,0.0505106053163492,0.0460967287452053
"chrX",9776075,0.0767938904978034,0.0698598045797513
"chrX",9796075,0.0738979342492628,0.0662775912945984
"chrX",9816075,0.0730973311689863,0.060773774534561
"chrX",9836075,0.0746179163469646,0.055420090764107
"chrX",9856075,0.117608297377159,0.080244254676137
"chrX",9876075,0.0870423107808631,0.0560404367385184
"chrX",9896075,0.183106992667755,0.131352288801335
"chrX",9916075,0.170315654939621,0.121057413887923
"chrX",9936075,0.14855383183338,0.105934188415577
"chrX",9956075,0.11090412724519,0.0764298477073149
"chrX",9976075,0.129763559509678,0.0912554026914216
"chrX",9996075,0.163672520318428,0.118673053676778
"chrX",10016075,0.133016603757446,0.0928569559026556
"chrX",10036075,0.12723619698523,0.0865362103646067
"chrX",10056075,0.157262521133799,0.109826113125077
"chrX",10076075,0.257112959194501,0.192464073884554
"chrX",10096075,0.299705760912273,0.22731675870224
"chrX",10116075,0.289196820080382,0.218341954205723
"chrX",10136075,0.303147248340102,0.23059654419313
"chrX",10156075,0.464554411612482,0.370981328106656
"chrX",10176075,0.644572363448116,0.537624157952537
"chrX",10196075,0.660546231900334,0.556792703691513
"chrX",10216075,0.635050246036733,0.538190491961577
"chrX",10236075,0.728351764406733,0.635857654775876
"chrX",10256075,0.749297043682619,0.647953974619324
"chrX",10276075,0.908341965824221,0.806725185242296
"chrX",10296075,0.953601824975344,0.852264800864173
"chrX",10316075,1.06546194597181,0.958902706163722
"chrX",10336075,1.11905183748461,1.0028022187193
"chrX",10356075,1.08102070753388,0.956273955149526
"chrX",10376075,0.95437269146153,0.846884857504629
"chrX",10396075,0.911294524013463,0.80969607386614
"chrX",10416075,0.743531167761516,0.651950850669903
"chrX",10436075,0.765610889587767,0.685154673263155
"chrX",10456075,0.719063887373839,0.631202874285404
"chrX",10476075,0.813175630178275,0.722259770079488
"chrX",10496075,0.626370093457532,0.54091447779784
"chrX",10516075,0.475223450755674,0.390173492287346
"chrX",10536075,0.627860880386067,0.527448328026093
"chrX",10556075,0.508922105237148,0.423437905040474
"chrX",10576075,0.467059929399438,0.389472587222224
"chrX",10596075,0.438236155068685,0.35869771391133
"chrX",10616075,0.432328843777287,0.346639560899388
"chrX",10636075,0.429530903691029,0.348494179765117
"chrX",10656075,0.521005914693287,0.438117855868956
"chrX",10676075,0.545361676077966,0.44865572930427
"chrX",10696075,0.959386579914845,0.830202820625718
"chrX",10716075,1.49483518164102,1.3282741914875
"chrX",10736075,1.37945390415006,1.21966511887587
"chrX",10756075,1.36137417756481,1.20114877648237
"chrX",10776075,1.34848662404677,1.18999056412919
"chrX",10796075,1.26957113802531,1.1152172606041
"chrX",10816075,1.03092309800958,0.890332762405971
"chrX",10836075,0.863454576119334,0.737508317068219
"chrX",10856075,0.806908553102359,0.708317442538961
"chrX",10876075,0.774009294070245,0.676895139420239
"chrX",10896075,0.724517581943666,0.637746054629337
"chrX",10916075,0.703284455595081,0.6225226745013
"chrX",10936075,0.70782983536056,0.624655350945776
"chrX",10956075,0.685737201563236,0.597041979323224
"chrX",10976075,0.422400795484595,0.34858318856103
"chrX",10996075,0.386983639492661,0.323395833071223
"chrX",11016075,0.299877718027721,0.243545857666855
"chrX",11036075,0.300208074218573,0.24617174922595
"chrX",11056075,0.23961118046712,0.197636284772386
"chrX",11076075,0.211428291829435,0.177729143352002
"chrX",11096075,0.110633687488454,0.0922096753567624
"chrX",11116075,0.079503432944271,0.0606911538650677
"chrX",11136075,0.086443974827371,0.0702604533802971
"chrX",11156075,0.104372729527292,0.0885375188045125
"chrX",11176075,0.134114726878282,0.107795200359079
"chrX",11196075,0.15302695863808,0.117519164266225
"chrX",11216075,0.16329244668473,0.122383581981425
"chrX",11236075,0.234174488785436,0.183514140638781
"chrX",11256075,0.207525514088298,0.159208282642916
"chrX",11276075,0.194468836326711,0.146959537579764
"chrX",11296075,0.226491055512464,0.172884690563976
