"","chr","pos","neg_log10p"
"245","chrX",5196075,0.248432884643402
"246","chrX",5216075,0.284602530953161
"247","chrX",5236075,0.317674069257182
"248","chrX",5256075,0.407368633308727
"249","chrX",5276075,0.440557119597288
"250","chrX",5296075,0.541594494410028
"251","chrX",5316075,0.674144620797854
"252","chrX",5336075,0.562329930211481
"253","chrX",5356075,0.351639426628717
"254","chrX",5376075,0.405367009085406
"255","chrX",5396075,0.759616885374979
"256","chrX",5416075,0.656225663272583
"257","chrX",5436075,0.857726205302604
"258","chrX",5456075,1.02445593552816
"259","chrX",5476075,1.22645603973637
"260","chrX",5496075,1.19350277596051
"261","chrX",5516075,1.04890990130345
"262","chrX",5536075,1.16244803169206
"263","chrX",5556075,1.02377146194929
"264","chrX",5576075,0.976290921026917
"265","chrX",5596075,1.03871031607792
"266","chrX",5616075,1.07856748258004
"267","chrX",5636075,0.953919424212207
"268","chrX",5656075,0.773636184238027
"269","chrX",5676075,0.732358879639832
"270","chrX",5696075,0.522780158510535
"271","chrX",5716075,0.361469226077308
"272","chrX",5736075,0.411514081592366
"273","chrX",5756075,0.446507711858225
"274","chrX",5776075,0.310991404931411
"275","chrX",5796075,0.153364659136405
"276","chrX",5816075,0.153604166083271
"277","chrX",5836075,0.0713091611580822
"278","chrX",5856075,0.0664348629600716
"279","chrX",5876075,0.0592331962201381
"280","chrX",5896075,0.0439458214519533
"281","chrX",5916075,0.0419539014663252
"282","chrX",5936075,0.0411378067106692
"283","chrX",5956075,0.0421260018504311
"284","chrX",5976075,0.0345940781926563
"285","chrX",5996075,0.0378362913827313
"286","chrX",6016075,0.102610635604828
"287","chrX",6036075,0.0973264370171569
"288","chrX",6056075,0.172647259145074
"289","chrX",6076075,0.0986017507103368
"290","chrX",6096075,0.125438233520042
"291","chrX",6116075,0.167423898071911
"292","chrX",6136075,0.184247955561323
"293","chrX",6156075,0.158741251834214
"294","chrX",6176075,0.284835413879897
"295","chrX",6196075,0.236210676248788
"296","chrX",6216075,0.402817401289625
"297","chrX",6236075,0.557510515507335
"298","chrX",6256075,0.557210602335792
"299","chrX",6276075,0.620848242286223
"300","chrX",6296075,0.826925843221017
"301","chrX",6316075,0.808557357338856
"302","chrX",6336075,0.591941259212944
"303","chrX",6356075,0.694674395668009
"304","chrX",6376075,0.677792372364443
"305","chrX",6396075,0.919757055958568
"306","chrX",6416075,1.04354539718305
"307","chrX",6436075,1.24297228796489
"308","chrX",6456075,1.58056602966426
"309","chrX",6476075,1.56998699763649
"310","chrX",6496075,1.54666371677683
"311","chrX",6516075,1.36645287913017
"312","chrX",6536075,1.47748519149392
"313","chrX",6556075,1.42861344229221
"314","chrX",6576075,1.19671823280597
"315","chrX",6596075,0.939383448725612
"316","chrX",6616075,0.959822095067488
"317","chrX",6636075,0.814193773749746
"318","chrX",6656075,0.864985180904678
"319","chrX",6676075,0.856333900664849
"320","chrX",6696075,0.813274132975185
"321","chrX",6716075,0.531726242635635
"322","chrX",6736075,0.542688036193619
"323","chrX",6756075,0.475216635942252
"324","chrX",6776075,0.44502138774848
"325","chrX",6796075,0.430990507676569
"326","chrX",6816075,0.401252642027798
"327","chrX",6836075,0.370117711400028
"328","chrX",6856075,0.253205130415331
"329","chrX",6876075,0.239837845315186
"330","chrX",6896075,0.240803211845779
"331","chrX",6916075,0.248740006134675
"332","chrX",6936075,0.266536063473069
"333","chrX",6956075,0.278635342150096
"334","chrX",6976075,0.301152714114219
"335","chrX",6996075,0.290644506776818
"336","chrX",7016075,0.251045300104816
"337","chrX",7036075,0.262170197205619
"338","chrX",7056075,0.346765737650939
"339","chrX",7076075,0.312798028674978
"340","chrX",7096075,0.323764029846215
"341","chrX",7116075,0.2841354207934
"342","chrX",7136075,0.227974520245255
"343","chrX",7156075,0.178471171848974
"344","chrX",7176075,0.149450936810996
"345","chrX",7196075,0.103349341657874
"346","chrX",7216075,0.0925645269355966
"347","chrX",7236075,0.085704979616896
"348","chrX",7256075,0.0958076027538407
"349","chrX",7276075,0.0644079143832381
"350","chrX",7296075,0.0605775370883408
"351","chrX",7316075,0.0492381804003797
"352","chrX",7336075,0.0443107091974973
"353","chrX",7356075,0.0496892282805503
"354","chrX",7376075,0.0439503269604361
"355","chrX",7396075,0.0524421404543309
"356","chrX",7416075,0.0414265355556143
"357","chrX",7436075,0.0452517315000965
"358","chrX",7456075,0.0294559012023569
"359","chrX",7476075,0.0295685667846977
"360","chrX",7496075,0.0387614836805113
"361","chrX",7516075,0.0456089228230195
"362","chrX",7536075,0.0402482457152107
"363","chrX",7556075,0.0299786469750883
"364","chrX",7576075,0.0378779724440216
"365","chrX",7596075,0.0408559886941856
"366","chrX",7616075,0.0451594078896078
"367","chrX",7636075,0.0388690996571937
"368","chrX",7656075,0.0419147570110107
"369","chrX",7676075,0.035703463024048
"370","chrX",7696075,0.0346918748110772
"371","chrX",7716075,0.0345754251191787
"372","chrX",7736075,0.0337824638833406
"373","chrX",7756075,0.0303661399466844
"374","chrX",7776075,0.0273381510407323
"375","chrX",7796075,0.0245202390780668
"376","chrX",7816075,0.0297264256462223
"377","chrX",7836075,0.0260669719505682
"378","chrX",7856075,0.0274083781176048
"379","chrX",7876075,0.0250816867807177
"380","chrX",7896075,0.0152077022255255
"381","chrX",7916075,0.0138302461868721
"382","chrX",7936075,0.00828599846608453
"383","chrX",7956075,0.00841042598600252
"384","chrX",7976075,0.0198374463595889
"385","chrX",7996075,0.0247877042749476
"386","chrX",8016075,0.0387023797634902
"387","chrX",8036075,0.0549682792117615
"388","chrX",8056075,0.0277654549054927
"389","chrX",8076075,0.0311132351994131
"390","chrX",8096075,0.0564066607745888
"391","chrX",8116075,0.0437323487021884
"392","chrX",8136075,0.0981417900346482
"393","chrX",8156075,0.103651402236304
"394","chrX",8176075,0.125416786710827
"395","chrX",8196075,0.139656131953301
"396","chrX",8216075,0.195349005067805
"397","chrX",8236075,0.278232865311431
"398","chrX",8256075,0.331325377209701
"399","chrX",8276075,0.337438445709199
"400","chrX",8296075,0.345240847844098
"401","chrX",8316075,0.329178343705797
"402","chrX",8336075,0.303110419707763
"403","chrX",8356075,0.328488922132164
"404","chrX",8376075,0.326412546186664
"405","chrX",8396075,0.285787506079143
"406","chrX",8416075,0.341024255859821
"407","chrX",8436075,0.26324476502528
"408","chrX",8456075,0.229188185489104
"409","chrX",8476075,0.21439503685617
"410","chrX",8496075,0.215053772867978
"411","chrX",8516075,0.21605211339749
"412","chrX",8536075,0.25245052198508
"413","chrX",8556075,0.273911927468514
"414","chrX",8576075,0.282325928965192
"415","chrX",8596075,0.218186392796669
"416","chrX",8616075,0.188877661230486
"417","chrX",8636075,0.233535582257161
"418","chrX",8656075,0.540843343228194
"419","chrX",8676075,0.699568042312433
"420","chrX",8696075,0.716167973629026
"421","chrX",8716075,0.800660644978496
"422","chrX",8736075,0.769127094252332
"423","chrX",8756075,0.884412421905757
"424","chrX",8776075,0.950186535014053
"425","chrX",8796075,0.807174697393732
"426","chrX",8816075,0.70664785790374
"427","chrX",8836075,0.787191760729558
"428","chrX",8856075,0.809383509957611
"429","chrX",8876075,0.683486397347839
"430","chrX",8896075,0.632416666767949
"431","chrX",8916075,0.628641806256148
"432","chrX",8936075,0.49907793370289
"433","chrX",8956075,0.334140476840879
"434","chrX",8976075,0.319546314260183
"435","chrX",8996075,0.246226582502473
"436","chrX",9016075,0.0837011508451436
"437","chrX",9036075,0.101891014901884
"438","chrX",9056075,0.0389305440564654
"439","chrX",9076075,0.0396727835805871
"440","chrX",9096075,0.0653202603270049
"441","chrX",9116075,0.0308313425555904
"442","chrX",9136075,0.0610370235288549
"443","chrX",9156075,0.0423090037294601
"444","chrX",9176075,0.0386438461335739
"445","chrX",9196075,0.0531080732976262
"446","chrX",9216075,0.0517173799142637
"447","chrX",9236075,0.0508275138692565
"448","chrX",9256075,0.0899742080122352
"449","chrX",9276075,0.172817724353208
"450","chrX",9296075,0.14973297384194
"451","chrX",9316075,0.229114285364641
"452","chrX",9336075,0.437167876152653
"453","chrX",9356075,0.385595496670454
"454","chrX",9376075,0.415979049153605
"455","chrX",9396075,0.304244697294982
"456","chrX",9416075,0.321017673254645
"457","chrX",9436075,0.386509031399395
"458","chrX",9456075,0.538478897244344
"459","chrX",9476075,0.576640469448515
"460","chrX",9496075,0.63204904116191
"461","chrX",9516075,0.786007701925237
"462","chrX",9536075,0.973970097879906
"463","chrX",9556075,0.841986184232914
"464","chrX",9576075,0.911840246642081
"465","chrX",9596075,0.745119793904475
"466","chrX",9616075,0.708107990094286
"467","chrX",9636075,0.604623863127427
"468","chrX",9656075,0.490145070036855
"469","chrX",9676075,0.319244147411601
"470","chrX",9696075,0.149994621372591
"471","chrX",9716075,0.106900255378334
"472","chrX",9736075,0.0630956302597511
"473","chrX",9756075,0.0460967287452053
"474","chrX",9776075,0.0698598045797513
"475","chrX",9796075,0.0662775912945984
"476","chrX",9816075,0.060773774534561
"477","chrX",9836075,0.055420090764107
"478","chrX",9856075,0.080244254676137
"479","chrX",9876075,0.0560404367385184
"480","chrX",9896075,0.131352288801335
"481","chrX",9916075,0.121057413887923
"482","chrX",9936075,0.105934188415577
"483","chrX",9956075,0.0764298477073149
"484","chrX",9976075,0.0912554026914216
"485","chrX",9996075,0.118673053676778
"486","chrX",10016075,0.0928569559026556
"487","chrX",10036075,0.0865362103646067
"488","chrX",10056075,0.109826113125077
"489","chrX",10076075,0.192464073884554
"490","chrX",10096075,0.22731675870224
"491","chrX",10116075,0.218341954205723
"492","chrX",10136075,0.23059654419313
"493","chrX",10156075,0.370981328106656
"494","chrX",10176075,0.537624157952537
"495","chrX",10196075,0.556792703691513
"496","chrX",10216075,0.538190491961577
"497","chrX",10236075,0.635857654775876
"498","chrX",10256075,0.647953974619324
"499","chrX",10276075,0.806725185242296
"500","chrX",10296075,0.852264800864173
"501","chrX",10316075,0.958902706163722
"502","chrX",10336075,1.0028022187193
"503","chrX",10356075,0.956273955149526
"504","chrX",10376075,0.846884857504629
"505","chrX",10396075,0.80969607386614
"506","chrX",10416075,0.651950850669903
"507","chrX",10436075,0.685154673263155
"508","chrX",10456075,0.631202874285404
"509","chrX",10476075,0.722259770079488
"510","chrX",10496075,0.54091447779784
"511","chrX",10516075,0.390173492287346
"512","chrX",10536075,0.527448328026093
"513","chrX",10556075,0.423437905040474
"514","chrX",10576075,0.389472587222224
"515","chrX",10596075,0.35869771391133
"516","chrX",10616075,0.346639560899388
"517","chrX",10636075,0.348494179765117
"518","chrX",10656075,0.438117855868956
"519","chrX",10676075,0.44865572930427
"520","chrX",10696075,0.830202820625718
"521","chrX",10716075,1.3282741914875
"522","chrX",10736075,1.21966511887587
"523","chrX",10756075,1.20114877648237
"524","chrX",10776075,1.18999056412919
"525","chrX",10796075,1.1152172606041
"526","chrX",10816075,0.890332762405971
"527","chrX",10836075,0.737508317068219
"528","chrX",10856075,0.708317442538961
"529","chrX",10876075,0.676895139420239
"530","chrX",10896075,0.637746054629337
"531","chrX",10916075,0.6225226745013
"532","chrX",10936075,0.624655350945776
"533","chrX",10956075,0.597041979323224
"534","chrX",10976075,0.34858318856103
"535","chrX",10996075,0.323395833071223
"536","chrX",11016075,0.243545857666855
"537","chrX",11036075,0.24617174922595
"538","chrX",11056075,0.197636284772386
"539","chrX",11076075,0.177729143352002
"540","chrX",11096075,0.0922096753567624
"541","chrX",11116075,0.0606911538650677
"542","chrX",11136075,0.0702604533802971
"543","chrX",11156075,0.0885375188045125
"544","chrX",11176075,0.107795200359079
"545","chrX",11196075,0.117519164266225
"546","chrX",11216075,0.122383581981425
"547","chrX",11236075,0.183514140638781
"548","chrX",11256075,0.159208282642916
"549","chrX",11276075,0.146959537579764
"550","chrX",11296075,0.172884690563976
"551","chrX",11316075,0.161785055202872
"552","chrX",11336075,0.18289333068451
"553","chrX",11356075,0.158864002687575
"554","chrX",11376075,0.138376785305778
"555","chrX",11396075,0.123650879366833
"556","chrX",11416075,0.156008305648194
"557","chrX",11436075,0.19674468675873
"558","chrX",11456075,0.215336551062632
"559","chrX",11476075,0.295494113206695
"560","chrX",11496075,0.296053760639325
"561","chrX",11516075,0.456447317699356
"562","chrX",11536075,0.478394528135337
"563","chrX",11556075,0.343444263125313
"564","chrX",11576075,0.453665988291799
"565","chrX",11596075,0.49752475754226
"566","chrX",11616075,0.508758429960867
"567","chrX",11636075,0.440501698987035
"568","chrX",11656075,0.613882028947091
"569","chrX",11676075,0.684139321924091
"570","chrX",11696075,0.759114560800613
"571","chrX",11716075,0.790972175416295
"572","chrX",11736075,0.696227171957662
"573","chrX",11756075,0.74791388215108
"574","chrX",11776075,0.70823284577828
"575","chrX",11796075,0.730072603649678
"576","chrX",11816075,0.685067284521372
"577","chrX",11836075,0.679621549687309
"578","chrX",11856075,0.683762338190426
"579","chrX",11876075,0.76093164389942
"580","chrX",11896075,0.748835963646587
"581","chrX",11916075,0.875549961668216
"582","chrX",11936075,0.980420167649722
"583","chrX",11956075,1.06333173309793
"584","chrX",11976075,1.09399058633772
"585","chrX",11996075,1.27973587577787
"586","chrX",12016075,1.2384384394715
"587","chrX",12036075,1.39607873474519
"588","chrX",12056075,1.60261340333184
"589","chrX",12076075,2.11743088421206
"590","chrX",12096075,2.02720487705148
"591","chrX",12116075,1.90548281422325
"592","chrX",12136075,2.16498043901832
"593","chrX",12156075,2.08178056803761
"594","chrX",12176075,2.22026686083201
"595","chrX",12196075,2.26917250121509
"596","chrX",12216075,2.3325863011375
"597","chrX",12236075,2.28398559555344
"598","chrX",12256075,2.7785049969831
"599","chrX",12276075,2.75272105245937
"600","chrX",12296075,3.15842707338572
"601","chrX",12316075,2.60059273863731
"602","chrX",12336075,2.27408897549263
"603","chrX",12356075,2.18866267351817
"604","chrX",12376075,1.77074935638437
"605","chrX",12396075,1.50516143567266
"606","chrX",12416075,1.77312827319604
"607","chrX",12436075,1.89774058157787
"608","chrX",12456075,1.67317020131443
"609","chrX",12476075,1.88389917305604
"610","chrX",12496075,1.96414812831384
"611","chrX",12516075,1.88074259332889
"612","chrX",12536075,2.02194584295694
"613","chrX",12556075,1.62007307871709
"614","chrX",12576075,1.44262388884831
"615","chrX",12596075,1.199283890711
"616","chrX",12616075,1.26936170913751
"617","chrX",12636075,1.23642878695203
"618","chrX",12656075,1.22559847693353
"619","chrX",12676075,0.921259831186949
"620","chrX",12696075,1.03030735758508
"621","chrX",12716075,1.36053793753347
"622","chrX",12736075,1.55094193941529
"623","chrX",12756075,1.4193118276533
"624","chrX",12776075,1.47862026623962
"625","chrX",12796075,1.32694652309448
"626","chrX",12816075,1.07146514695449
"627","chrX",12836075,0.780898436920014
"628","chrX",12856075,0.636086928085859
"629","chrX",12876075,0.665275430631772
"630","chrX",12896075,0.698318317528922
"631","chrX",12916075,0.731459856780072
"632","chrX",12936075,0.595098992755527
"633","chrX",12956075,0.455042676101031
"634","chrX",12976075,0.337941174190497
"635","chrX",12996075,0.331056300141342
"636","chrX",13016075,0.27058198854365
"637","chrX",13036075,0.190646945418122
"638","chrX",13056075,0.368247403517487
"639","chrX",13076075,0.494663024713741
"640","chrX",13096075,0.653278806790012
"641","chrX",13116075,0.905544251681742
"642","chrX",13136075,0.979816027767885
"643","chrX",13156075,0.904342823653006
"644","chrX",13176075,0.751802417752838
"645","chrX",13196075,0.33778151812989
"646","chrX",13216075,0.278388279154414
"647","chrX",13236075,0.401952459469288
"648","chrX",13256075,0.79112595021314
"649","chrX",13276075,0.814532463439521
"650","chrX",13296075,0.889401080426952
"651","chrX",13316075,0.773138652229707
"652","chrX",13336075,0.711483380130377
"653","chrX",13356075,0.67577310880527
"654","chrX",13376075,0.464185756439083
"655","chrX",13396075,0.383358236777066
"656","chrX",13416075,0.127406440713547
"657","chrX",13436075,0.346402025335361
"658","chrX",13456075,0.239601475974442
"659","chrX",13476075,0.23267442733955
"660","chrX",13496075,0.196985375989836
"661","chrX",13516075,0.1881075378873
"662","chrX",13536075,0.156306677552986
"663","chrX",13556075,0.162694056986301
"664","chrX",13576075,0.133618548177346
"665","chrX",13596075,0.209036043259565
"666","chrX",13616075,0.198988225777663
"667","chrX",13636075,0.33705371202133
"668","chrX",13656075,0.386233132452992
"669","chrX",13676075,0.313167681654272
"670","chrX",13696075,0.229453697280552
"671","chrX",13716075,0.209968260636103
"672","chrX",13736075,0.281251266331734
"673","chrX",13756075,0.279887077071528
"674","chrX",13776075,0.342559515702322
"675","chrX",13796075,0.393390007072595
"676","chrX",13816075,0.287357420487846
"677","chrX",13836075,0.288144185941441
"678","chrX",13856075,0.22087110074183
"679","chrX",13876075,0.180412959191213
"680","chrX",13896075,0.188721138744526
"681","chrX",13916075,0.156072809001056
"682","chrX",13936075,0.164132880985239
"683","chrX",13956075,0.111490851486714
"684","chrX",13976075,0.0915778684960714
"685","chrX",13996075,0.0826744763343343
"686","chrX",14016075,0.123982904532358
"687","chrX",14036075,0.078059443196564
"688","chrX",14056075,0.0344227009037158
"689","chrX",14076075,0.0362315023955171
"690","chrX",14096075,0.0307932353065216
"691","chrX",14116075,0.0759424134514616
"692","chrX",14136075,0.0418243996710291
"693","chrX",14156075,0.0212966526530894
"694","chrX",14176075,0.0333216213200709
"695","chrX",14196075,0.0391730214958406
"696","chrX",14216075,0.050328914173293
"697","chrX",14236075,0.0547529263812137
"698","chrX",14256075,0.135978222474171
"699","chrX",14276075,0.14774860641822
"700","chrX",14296075,0.199064831135588
"701","chrX",14316075,0.313996485415144
"702","chrX",14336075,0.438844874570166
"703","chrX",14356075,0.569290144256886
"704","chrX",14376075,0.653414377898614
"705","chrX",14396075,0.700705876671905
"706","chrX",14416075,0.670090003015874
"707","chrX",14436075,0.838852756847965
"708","chrX",14456075,0.902031617648054
"709","chrX",14476075,0.96297929876169
"710","chrX",14496075,0.95509910263864
"711","chrX",14516075,0.892769831775306
"712","chrX",14536075,0.962081866578721
"713","chrX",14556075,0.99663938843669
"714","chrX",14576075,0.921402881005664
"715","chrX",14596075,0.963194561291067
"716","chrX",14616075,0.926196569401341
"717","chrX",14636075,0.861112149959225
"718","chrX",14656075,0.736690697096087
"719","chrX",14676075,0.794615473590736
"720","chrX",14696075,0.745039519063887
"721","chrX",14716075,1.03957591705983
"722","chrX",14736075,1.13165180906995
"723","chrX",14756075,1.18578234426952
"724","chrX",14776075,1.3217930927131
"725","chrX",14796075,1.34611774486176
"726","chrX",14816075,1.23146943968022
"727","chrX",14836075,1.74615745200533
"728","chrX",14856075,1.85118953727471
"729","chrX",14876075,2.16450062251519
"730","chrX",14896075,2.20030450873703
